IMAGEID	Plane	TheT	TheZ	TheC	XPos	YPos	ZPos	DeltaT
242.0	1.0	0.0	0.0	1.0	10862.0	51002.3	502.7	734.275
242.0	2.0	0.0	0.0	2.0	10862.0	51002.3	502.7	734.802
243.0	0.0	0.0	0.0	0.0	15357.7	51022.0	510.8	736.805
243.0	1.0	0.0	0.0	1.0	15357.7	51022.0	510.8	737.05
243.0	2.0	0.0	0.0	2.0	15357.7	51022.0	510.8	737.565
244.0	0.0	0.0	0.0	0.0	19853.5	51041.8	514.5	739.949
244.0	1.0	0.0	0.0	1.0	19853.5	51041.8	514.5	740.258
244.0	2.0	0.0	0.0	2.0	19853.5	51041.8	514.5	740.771
245.0	0.0	0.0	0.0	0.0	24349.3	51061.6	518.6	743.161
245.0	1.0	0.0	0.0	1.0	24349.3	51061.6	518.6	743.388
245.0	2.0	0.0	0.0	2.0	24349.3	51061.6	518.6	743.905
246.0	0.0	0.0	0.0	0.0	28845.0	51081.4	523.1	746.274
246.0	1.0	0.0	0.0	1.0	28845.0	51081.4	523.1	746.498
246.0	2.0	0.0	0.0	2.0	28845.0	51081.4	523.1	747.008
247.0	0.0	0.0	0.0	0.0	33340.8	51101.1	530.7	749.458
247.0	1.0	0.0	0.0	1.0	33340.8	51101.1	530.7	749.683
247.0	2.0	0.0	0.0	2.0	33340.8	51101.1	530.7	750.192
248.0	0.0	0.0	0.0	0.0	37836.6	51120.9	537.9	752.555
248.0	1.0	0.0	0.0	1.0	37836.6	51120.9	537.9	752.777
248.0	2.0	0.0	0.0	2.0	37836.6	51120.9	537.9	753.293
249.0	0.0	0.0	0.0	0.0	42332.4	51140.7	544.2	755.738
249.0	1.0	0.0	0.0	1.0	42332.4	51140.7	544.2	755.965
249.0	2.0	0.0	0.0	2.0	42332.4	51140.7	544.2	756.486
250.0	0.0	0.0	0.0	0.0	46828.1	51160.5	540.4	758.548
250.0	1.0	0.0	0.0	1.0	46828.1	51160.5	540.4	758.773
250.0	2.0	0.0	0.0	2.0	46828.1	51160.5	540.4	759.373
251.0	0.0	0.0	0.0	0.0	51323.9	51180.2	540.4	760.972
251.0	1.0	0.0	0.0	1.0	51323.9	51180.2	540.4	761.291
251.0	2.0	0.0	0.0	2.0	51323.9	51180.2	540.4	761.803
252.0	0.0	0.0	0.0	0.0	55819.7	51200.0	544.6	764.201
252.0	1.0	0.0	0.0	1.0	55819.7	51200.0	544.6	764.46
252.0	2.0	0.0	0.0	2.0	55819.7	51200.0	544.6	764.975
253.0	0.0	0.0	0.0	0.0	60315.4	51219.8	544.6	766.652
253.0	1.0	0.0	0.0	1.0	60315.4	51219.8	544.6	766.88
253.0	2.0	0.0	0.0	2.0	60315.4	51219.8	544.6	767.394
254.0	0.0	0.0	0.0	0.0	64811.2	51239.6	535.6	769.756
254.0	1.0	0.0	0.0	1.0	64811.2	51239.6	535.6	770.07
254.0	2.0	0.0	0.0	2.0	64811.2	51239.6	535.6	770.582
255.0	0.0	0.0	0.0	0.0	69307.0	51259.3	526.5	772.689
255.0	1.0	0.0	0.0	1.0	69307.0	51259.3	526.5	772.918
255.0	2.0	0.0	0.0	2.0	69307.0	51259.3	526.5	773.423
256.0	0.0	0.0	0.0	0.0	73802.7	51279.1	518.3	775.419
256.0	1.0	0.0	0.0	1.0	73802.7	51279.1	518.3	775.643
256.0	2.0	0.0	0.0	2.0	73802.7	51279.1	518.3	776.156
257.0	0.0	0.0	0.0	0.0	78298.5	51298.9	510.2	778.239
257.0	1.0	0.0	0.0	1.0	78298.5	51298.9	510.2	778.464
257.0	2.0	0.0	0.0	2.0	78298.5	51298.9	510.2	778.973
258.0	0.0	0.0	0.0	0.0	82794.3	51318.6	505.0	781.33
258.0	1.0	0.0	0.0	1.0	82794.3	51318.6	505.0	781.557
258.0	2.0	0.0	0.0	2.0	82794.3	51318.6	505.0	782.066
259.0	0.0	0.0	0.0	0.0	87290.1	51338.4	495.5	784.494
259.0	1.0	0.0	0.0	1.0	87290.1	51338.4	495.5	784.721
259.0	2.0	0.0	0.0	2.0	87290.1	51338.4	495.5	785.233
260.0	0.0	0.0	0.0	0.0	91785.8	51358.2	485.2	787.244
260.0	1.0	0.0	0.0	1.0	91785.8	51358.2	485.2	787.484
260.0	2.0	0.0	0.0	2.0	91785.8	51358.2	485.2	787.997
261.0	0.0	0.0	0.0	0.0	96281.6	51378.0	481.5	790.404
261.0	1.0	0.0	0.0	1.0	96281.6	51378.0	481.5	790.718
261.0	2.0	0.0	0.0	2.0	96281.6	51378.0	481.5	791.227
262.0	0.0	0.0	0.0	0.0	100777.4	51397.7	475.8	793.613
262.0	1.0	0.0	0.0	1.0	100777.4	51397.7	475.8	793.839
262.0	2.0	0.0	0.0	2.0	100777.4	51397.7	475.8	794.348
263.0	0.0	0.0	0.0	0.0	105273.1	51417.5	475.8	795.934
263.0	1.0	0.0	0.0	1.0	105273.1	51417.5	475.8	796.2
263.0	2.0	0.0	0.0	2.0	105273.1	51417.5	475.8	796.712
264.0	0.0	0.0	0.0	0.0	105253.4	55915.4	475.8	798.104
264.0	1.0	0.0	0.0	1.0	105253.4	55915.4	475.8	798.411
264.0	2.0	0.0	0.0	2.0	105253.4	55915.4	475.8	798.926
265.0	0.0	0.0	0.0	0.0	100757.6	55895.6	482.6	800.962
265.0	1.0	0.0	0.0	1.0	100757.6	55895.6	482.6	801.19
265.0	2.0	0.0	0.0	2.0	100757.6	55895.6	482.6	801.729
266.0	0.0	0.0	0.0	0.0	96261.8	55875.8	487.3	804.075
266.0	1.0	0.0	0.0	1.0	96261.8	55875.8	487.3	804.298
266.0	2.0	0.0	0.0	2.0	96261.8	55875.8	487.3	804.811
267.0	0.0	0.0	0.0	0.0	91766.0	55856.1	495.4	806.868
267.0	1.0	0.0	0.0	1.0	91766.0	55856.1	495.4	807.178
267.0	2.0	0.0	0.0	2.0	91766.0	55856.1	495.4	807.691
268.0	0.0	0.0	0.0	0.0	87270.3	55836.3	500.4	810.068
268.0	1.0	0.0	0.0	1.0	87270.3	55836.3	500.4	810.297
268.0	2.0	0.0	0.0	2.0	87270.3	55836.3	500.4	810.812
269.0	0.0	0.0	0.0	0.0	82774.5	55816.5	509.4	813.186
269.0	1.0	0.0	0.0	1.0	82774.5	55816.5	509.4	813.411
269.0	2.0	0.0	0.0	2.0	82774.5	55816.5	509.4	813.926
270.0	0.0	0.0	0.0	0.0	78278.7	55796.8	517.9	816.254
270.0	1.0	0.0	0.0	1.0	78278.7	55796.8	517.9	816.485
270.0	2.0	0.0	0.0	2.0	78278.7	55796.8	517.9	817.06
271.0	0.0	0.0	0.0	0.0	73783.0	55777.0	530.7	819.093
271.0	1.0	0.0	0.0	1.0	73783.0	55777.0	530.7	819.326
271.0	2.0	0.0	0.0	2.0	73783.0	55777.0	530.7	819.841
272.0	0.0	0.0	0.0	0.0	69287.2	55757.2	537.1	821.924
272.0	1.0	0.0	0.0	1.0	69287.2	55757.2	537.1	822.154
272.0	2.0	0.0	0.0	2.0	69287.2	55757.2	537.1	822.673
273.0	0.0	0.0	0.0	0.0	64791.4	55737.4	545.5	824.78
273.0	1.0	0.0	0.0	1.0	64791.4	55737.4	545.5	825.005
273.0	2.0	0.0	0.0	2.0	64791.4	55737.4	545.5	825.518
274.0	0.0	0.0	0.0	0.0	60295.7	55717.7	545.5	827.124
274.0	1.0	0.0	0.0	1.0	60295.7	55717.7	545.5	827.346
274.0	2.0	0.0	0.0	2.0	60295.7	55717.7	545.5	827.857
275.0	0.0	0.0	0.0	0.0	55799.9	55697.9	553.2	829.862
275.0	1.0	0.0	0.0	1.0	55799.9	55697.9	553.2	830.087
275.0	2.0	0.0	0.0	2.0	55799.9	55697.9	553.2	830.62
276.0	0.0	0.0	0.0	0.0	51304.1	55678.1	548.8	832.685
276.0	1.0	0.0	0.0	1.0	51304.1	55678.1	548.8	832.91
276.0	2.0	0.0	0.0	2.0	51304.1	55678.1	548.8	833.519
277.0	0.0	0.0	0.0	0.0	46808.3	55658.3	548.8	835.101
277.0	1.0	0.0	0.0	1.0	46808.3	55658.3	548.8	835.33
277.0	2.0	0.0	0.0	2.0	46808.3	55658.3	548.8	835.846
278.0	0.0	0.0	0.0	0.0	42312.6	55638.6	548.8	837.531
278.0	1.0	0.0	0.0	1.0	42312.6	55638.6	548.8	837.753
278.0	2.0	0.0	0.0	2.0	42312.6	55638.6	548.8	838.264
279.0	0.0	0.0	0.0	0.0	37816.8	55618.8	543.5	840.217
279.0	1.0	0.0	0.0	1.0	37816.8	55618.8	543.5	840.445
279.0	2.0	0.0	0.0	2.0	37816.8	55618.8	543.5	840.957
280.0	0.0	0.0	0.0	0.0	33321.0	55599.0	539.6	842.907
280.0	1.0	0.0	0.0	1.0	33321.0	55599.0	539.6	843.135
280.0	2.0	0.0	0.0	2.0	33321.0	55599.0	539.6	843.663
281.0	0.0	0.0	0.0	0.0	28825.3	55579.2	535.6	846.079
281.0	1.0	0.0	0.0	1.0	28825.3	55579.2	535.6	846.308
281.0	2.0	0.0	0.0	2.0	28825.3	55579.2	535.6	846.821
282.0	0.0	0.0	0.0	0.0	24329.5	55559.5	526.5	849.201
282.0	1.0	0.0	0.0	1.0	24329.5	55559.5	526.5	849.424
282.0	2.0	0.0	0.0	2.0	24329.5	55559.5	526.5	850.005
283.0	0.0	0.0	0.0	0.0	19833.7	55539.7	521.2	852.424
283.0	1.0	0.0	0.0	1.0	19833.7	55539.7	521.2	852.673
283.0	2.0	0.0	0.0	2.0	19833.7	55539.7	521.2	853.235
284.0	0.0	0.0	0.0	0.0	15338.0	55519.9	514.6	855.304
284.0	1.0	0.0	0.0	1.0	15338.0	55519.9	514.6	855.544
284.0	2.0	0.0	0.0	2.0	15338.0	55519.9	514.6	856.053
285.0	0.0	0.0	0.0	0.0	10842.2	55500.2	507.8	858.037
285.0	1.0	0.0	0.0	1.0	10842.2	55500.2	507.8	858.261
285.0	2.0	0.0	0.0	2.0	10842.2	55500.2	507.8	858.805
286.0	0.0	0.0	0.0	0.0	6346.4	55480.4	498.1	860.945
286.0	1.0	0.0	0.0	1.0	6346.4	55480.4	498.1	861.17
286.0	2.0	0.0	0.0	2.0	6346.4	55480.4	498.1	861.681
287.0	0.0	0.0	0.0	0.0	1850.6	55460.6	493.2	864.371
287.0	1.0	0.0	0.0	1.0	1850.6	55460.6	493.2	864.592
287.0	2.0	0.0	0.0	2.0	1850.6	55460.6	493.2	865.103
288.0	0.0	0.0	0.0	0.0	1830.9	59958.5	505.6	867.603
288.0	1.0	0.0	0.0	1.0	1830.9	59958.5	505.6	867.83
288.0	2.0	0.0	0.0	2.0	1830.9	59958.5	505.6	868.343
289.0	0.0	0.0	0.0	0.0	6326.6	59978.3	508.9	870.37
289.0	1.0	0.0	0.0	1.0	6326.6	59978.3	508.9	870.589
289.0	2.0	0.0	0.0	2.0	6326.6	59978.3	508.9	871.097
290.0	0.0	0.0	0.0	0.0	10822.4	59998.0	518.4	873.744
290.0	1.0	0.0	0.0	1.0	10822.4	59998.0	518.4	873.97
290.0	2.0	0.0	0.0	2.0	10822.4	59998.0	518.4	874.491
291.0	0.0	0.0	0.0	0.0	15318.2	60017.8	521.1	876.793
291.0	1.0	0.0	0.0	1.0	15318.2	60017.8	521.1	877.019
291.0	2.0	0.0	0.0	2.0	15318.2	60017.8	521.1	877.532
292.0	0.0	0.0	0.0	0.0	19813.9	60037.6	531.0	880.259
292.0	1.0	0.0	0.0	1.0	19813.9	60037.6	531.0	880.487
292.0	2.0	0.0	0.0	2.0	19813.9	60037.6	531.0	880.997
293.0	0.0	0.0	0.0	0.0	24309.7	60057.4	535.9	882.978
293.0	1.0	0.0	0.0	1.0	24309.7	60057.4	535.9	883.201
293.0	2.0	0.0	0.0	2.0	24309.7	60057.4	535.9	883.713
294.0	0.0	0.0	0.0	0.0	28805.5	60077.1	539.6	886.209
294.0	1.0	0.0	0.0	1.0	28805.5	60077.1	539.6	886.431
294.0	2.0	0.0	0.0	2.0	28805.5	60077.1	539.6	886.942
295.0	0.0	0.0	0.0	0.0	33301.2	60096.9	546.7	889.403
295.0	1.0	0.0	0.0	1.0	33301.2	60096.9	546.7	889.634
295.0	2.0	0.0	0.0	2.0	33301.2	60096.9	546.7	890.167
296.0	0.0	0.0	0.0	0.0	37797.0	60116.7	554.8	892.491
296.0	1.0	0.0	0.0	1.0	37797.0	60116.7	554.8	892.805
296.0	2.0	0.0	0.0	2.0	37797.0	60116.7	554.8	893.314
297.0	0.0	0.0	0.0	0.0	42292.8	60136.4	558.4	895.376
297.0	1.0	0.0	0.0	1.0	42292.8	60136.4	558.4	895.602
297.0	2.0	0.0	0.0	2.0	42292.8	60136.4	558.4	896.123
298.0	0.0	0.0	0.0	0.0	46788.6	60156.2	558.4	897.729
298.0	1.0	0.0	0.0	1.0	46788.6	60156.2	558.4	897.958
298.0	2.0	0.0	0.0	2.0	46788.6	60156.2	558.4	898.473
299.0	0.0	0.0	0.0	0.0	51284.3	60176.0	561.6	900.455
299.0	1.0	0.0	0.0	1.0	51284.3	60176.0	561.6	900.686
299.0	2.0	0.0	0.0	2.0	51284.3	60176.0	561.6	901.197
300.0	0.0	0.0	0.0	0.0	55780.1	60195.8	561.6	902.823
300.0	1.0	0.0	0.0	1.0	55780.1	60195.8	561.6	903.051
300.0	2.0	0.0	0.0	2.0	55780.1	60195.8	561.6	903.644
301.0	0.0	0.0	0.0	0.0	60275.9	60215.5	557.6	905.694
301.0	1.0	0.0	0.0	1.0	60275.9	60215.5	557.6	905.953
301.0	2.0	0.0	0.0	2.0	60275.9	60215.5	557.6	906.466
302.0	0.0	0.0	0.0	0.0	64771.6	60235.3	551.8	908.477
302.0	1.0	0.0	0.0	1.0	64771.6	60235.3	551.8	908.703
302.0	2.0	0.0	0.0	2.0	64771.6	60235.3	551.8	909.22
303.0	0.0	0.0	0.0	0.0	69267.4	60255.1	546.7	911.362
303.0	1.0	0.0	0.0	1.0	69267.4	60255.1	546.7	911.596
303.0	2.0	0.0	0.0	2.0	69267.4	60255.1	546.7	912.106
304.0	0.0	0.0	0.0	0.0	73763.2	60274.9	539.6	914.435
304.0	1.0	0.0	0.0	1.0	73763.2	60274.9	539.6	914.705
304.0	2.0	0.0	0.0	2.0	73763.2	60274.9	539.6	915.213
305.0	0.0	0.0	0.0	0.0	78259.0	60294.6	531.6	917.626
305.0	1.0	0.0	0.0	1.0	78259.0	60294.6	531.6	917.854
305.0	2.0	0.0	0.0	2.0	78259.0	60294.6	531.6	918.48
306.0	0.0	0.0	0.0	0.0	82754.7	60314.4	524.2	920.841
306.0	1.0	0.0	0.0	1.0	82754.7	60314.4	524.2	921.066
306.0	2.0	0.0	0.0	2.0	82754.7	60314.4	524.2	921.575
307.0	0.0	0.0	0.0	0.0	87250.5	60334.2	513.8	923.889
307.0	1.0	0.0	0.0	1.0	87250.5	60334.2	513.8	924.115
307.0	2.0	0.0	0.0	2.0	87250.5	60334.2	513.8	924.628
308.0	0.0	0.0	0.0	0.0	91746.3	60354.0	502.3	926.729
308.0	1.0	0.0	0.0	1.0	91746.3	60354.0	502.3	926.967
308.0	2.0	0.0	0.0	2.0	91746.3	60354.0	502.3	927.479
309.0	0.0	0.0	0.0	0.0	96242.0	60373.7	496.8	929.804
309.0	1.0	0.0	0.0	1.0	96242.0	60373.7	496.8	930.078
309.0	2.0	0.0	0.0	2.0	96242.0	60373.7	496.8	930.59
310.0	0.0	0.0	0.0	0.0	100737.8	60393.5	484.2	933.414
310.0	1.0	0.0	0.0	1.0	100737.8	60393.5	484.2	933.639
310.0	2.0	0.0	0.0	2.0	100737.8	60393.5	484.2	934.172
311.0	0.0	0.0	0.0	0.0	105233.6	60413.3	484.2	935.813
311.0	1.0	0.0	0.0	1.0	105233.6	60413.3	484.2	936.037
311.0	2.0	0.0	0.0	2.0	105233.6	60413.3	484.2	936.59
312.0	0.0	0.0	0.0	0.0	105213.8	64911.2	489.6	938.67
312.0	1.0	0.0	0.0	1.0	105213.8	64911.2	489.6	938.893
312.0	2.0	0.0	0.0	2.0	105213.8	64911.2	489.6	939.403
313.0	0.0	0.0	0.0	0.0	100718.0	64891.4	495.8	941.796
313.0	1.0	0.0	0.0	1.0	100718.0	64891.4	495.8	942.112
313.0	2.0	0.0	0.0	2.0	100718.0	64891.4	495.8	942.637
314.0	0.0	0.0	0.0	0.0	96222.2	64871.6	511.8	945.423
314.0	1.0	0.0	0.0	1.0	96222.2	64871.6	511.8	945.65
314.0	2.0	0.0	0.0	2.0	96222.2	64871.6	511.8	946.175
315.0	0.0	0.0	0.0	0.0	91726.5	64851.8	517.6	948.165
315.0	1.0	0.0	0.0	1.0	91726.5	64851.8	517.6	948.392
315.0	2.0	0.0	0.0	2.0	91726.5	64851.8	517.6	948.907
316.0	0.0	0.0	0.0	0.0	87230.7	64832.1	525.6	951.221
316.0	1.0	0.0	0.0	1.0	87230.7	64832.1	525.6	951.444
316.0	2.0	0.0	0.0	2.0	87230.7	64832.1	525.6	952.007
317.0	0.0	0.0	0.0	0.0	82734.9	64812.3	538.0	954.471
317.0	1.0	0.0	0.0	1.0	82734.9	64812.3	538.0	954.701
317.0	2.0	0.0	0.0	2.0	82734.9	64812.3	538.0	955.276
318.0	0.0	0.0	0.0	0.0	78239.2	64792.5	545.2	957.327
318.0	1.0	0.0	0.0	1.0	78239.2	64792.5	545.2	957.585
318.0	2.0	0.0	0.0	2.0	78239.2	64792.5	545.2	958.103
319.0	0.0	0.0	0.0	0.0	73743.4	64772.7	552.6	960.175
319.0	1.0	0.0	0.0	1.0	73743.4	64772.7	552.6	960.4
319.0	2.0	0.0	0.0	2.0	73743.4	64772.7	552.6	960.915
320.0	0.0	0.0	0.0	0.0	69247.6	64753.0	557.8	963.005
320.0	1.0	0.0	0.0	1.0	69247.6	64753.0	557.8	963.229
320.0	2.0	0.0	0.0	2.0	69247.6	64753.0	557.8	963.74
321.0	0.0	0.0	0.0	0.0	64751.9	64733.2	566.0	965.732
321.0	1.0	0.0	0.0	1.0	64751.9	64733.2	566.0	965.957
321.0	2.0	0.0	0.0	2.0	64751.9	64733.2	566.0	966.467
322.0	0.0	0.0	0.0	0.0	60256.1	64713.4	566.0	968.124
322.0	1.0	0.0	0.0	1.0	60256.1	64713.4	566.0	968.349
322.0	2.0	0.0	0.0	2.0	60256.1	64713.4	566.0	968.863
323.0	0.0	0.0	0.0	0.0	55760.3	64693.6	569.7	970.86
323.0	1.0	0.0	0.0	1.0	55760.3	64693.6	569.7	971.082
323.0	2.0	0.0	0.0	2.0	55760.3	64693.6	569.7	971.592
324.0	0.0	0.0	0.0	0.0	51264.6	64673.9	569.7	973.304
324.0	1.0	0.0	0.0	1.0	51264.6	64673.9	569.7	973.527
324.0	2.0	0.0	0.0	2.0	51264.6	64673.9	569.7	974.044
325.0	0.0	0.0	0.0	0.0	46768.8	64654.1	565.9	976.015
325.0	1.0	0.0	0.0	1.0	46768.8	64654.1	565.9	976.245
325.0	2.0	0.0	0.0	2.0	46768.8	64654.1	565.9	976.759
326.0	0.0	0.0	0.0	0.0	42273.0	64634.3	565.9	978.422
326.0	1.0	0.0	0.0	1.0	42273.0	64634.3	565.9	978.649
326.0	2.0	0.0	0.0	2.0	42273.0	64634.3	565.9	979.162
327.0	0.0	0.0	0.0	0.0	37777.2	64614.6	565.9	980.712
327.0	1.0	0.0	0.0	1.0	37777.2	64614.6	565.9	980.94
327.0	2.0	0.0	0.0	2.0	37777.2	64614.6	565.9	981.452
328.0	0.0	0.0	0.0	0.0	33281.5	64594.8	558.3	983.877
328.0	1.0	0.0	0.0	1.0	33281.5	64594.8	558.3	984.103
328.0	2.0	0.0	0.0	2.0	33281.5	64594.8	558.3	984.62
329.0	0.0	0.0	0.0	0.0	28785.7	64575.0	547.7	987.338
329.0	1.0	0.0	0.0	1.0	28785.7	64575.0	547.7	987.558
329.0	2.0	0.0	0.0	2.0	28785.7	64575.0	547.7	988.064
330.0	0.0	0.0	0.0	0.0	24289.9	64555.2	543.8	990.046
330.0	1.0	0.0	0.0	1.0	24289.9	64555.2	543.8	990.271
330.0	2.0	0.0	0.0	2.0	24289.9	64555.2	543.8	990.782
331.0	0.0	0.0	0.0	0.0	19794.2	64535.5	540.6	993.49
331.0	1.0	0.0	0.0	1.0	19794.2	64535.5	540.6	993.761
331.0	2.0	0.0	0.0	2.0	19794.2	64535.5	540.6	994.271
332.0	0.0	0.0	0.0	0.0	15298.4	64515.7	537.0	996.729
332.0	1.0	0.0	0.0	1.0	15298.4	64515.7	537.0	997.038
332.0	2.0	0.0	0.0	2.0	15298.4	64515.7	537.0	997.551
333.0	0.0	0.0	0.0	0.0	10802.6	64495.9	530.5	999.945
333.0	1.0	0.0	0.0	1.0	10802.6	64495.9	530.5	1000.169
333.0	2.0	0.0	0.0	2.0	10802.6	64495.9	530.5	1000.683
334.0	0.0	0.0	0.0	0.0	6306.9	64476.1	522.4	1003.006
334.0	1.0	0.0	0.0	1.0	6306.9	64476.1	522.4	1003.226
334.0	2.0	0.0	0.0	2.0	6306.9	64476.1	522.4	1003.739
335.0	0.0	0.0	0.0	0.0	1811.1	64456.4	516.6	1006.12
335.0	1.0	0.0	0.0	1.0	1811.1	64456.4	516.6	1006.343
335.0	2.0	0.0	0.0	2.0	1811.1	64456.4	516.6	1006.939
336.0	0.0	0.0	0.0	0.0	1791.3	68954.2	516.6	1008.371
336.0	1.0	0.0	0.0	1.0	1791.3	68954.2	516.6	1008.598
336.0	2.0	0.0	0.0	2.0	1791.3	68954.2	516.6	1009.135
337.0	0.0	0.0	0.0	0.0	6287.0	68974.0	530.7	1011.831
337.0	1.0	0.0	0.0	1.0	6287.0	68974.0	530.7	1012.058
337.0	2.0	0.0	0.0	2.0	6287.0	68974.0	530.7	1012.571
338.0	0.0	0.0	0.0	0.0	10782.8	68993.8	536.2	1014.889
338.0	1.0	0.0	0.0	1.0	10782.8	68993.8	536.2	1015.119
338.0	2.0	0.0	0.0	2.0	10782.8	68993.8	536.2	1015.711
339.0	0.0	0.0	0.0	0.0	15278.6	69013.6	540.0	1018.079
339.0	1.0	0.0	0.0	1.0	15278.6	69013.6	540.0	1018.309
339.0	2.0	0.0	0.0	2.0	15278.6	69013.6	540.0	1018.824
340.0	0.0	0.0	0.0	0.0	19774.4	69033.3	544.6	1021.817
340.0	1.0	0.0	0.0	1.0	19774.4	69033.3	544.6	1022.042
340.0	2.0	0.0	0.0	2.0	19774.4	69033.3	544.6	1022.553
341.0	0.0	0.0	0.0	0.0	24270.2	69053.1	546.9	1024.925
341.0	1.0	0.0	0.0	1.0	24270.2	69053.1	546.9	1025.143
341.0	2.0	0.0	0.0	2.0	24270.2	69053.1	546.9	1025.658
342.0	0.0	0.0	0.0	0.0	28765.9	69072.9	559.2	1028.399
342.0	1.0	0.0	0.0	1.0	28765.9	69072.9	559.2	1028.628
342.0	2.0	0.0	0.0	2.0	28765.9	69072.9	559.2	1029.146
343.0	0.0	0.0	0.0	0.0	33261.7	69092.7	565.7	1032.577
343.0	1.0	0.0	0.0	1.0	33261.7	69092.7	565.7	1032.804
343.0	2.0	0.0	0.0	2.0	33261.7	69092.7	565.7	1033.317
344.0	0.0	0.0	0.0	0.0	37757.5	69112.4	565.7	1034.878
344.0	1.0	0.0	0.0	1.0	37757.5	69112.4	565.7	1035.106
344.0	2.0	0.0	0.0	2.0	37757.5	69112.4	565.7	1035.617
345.0	0.0	0.0	0.0	0.0	42253.2	69132.2	567.9	1038.726
345.0	1.0	0.0	0.0	1.0	42253.2	69132.2	567.9	1038.95
345.0	2.0	0.0	0.0	2.0	42253.2	69132.2	567.9	1039.462
346.0	0.0	0.0	0.0	0.0	46749.0	69152.0	571.6	1041.951
346.0	1.0	0.0	0.0	1.0	46749.0	69152.0	571.6	1042.182
346.0	2.0	0.0	0.0	2.0	46749.0	69152.0	571.6	1042.694
347.0	0.0	0.0	0.0	0.0	51244.8	69171.8	579.5	1044.73
347.0	1.0	0.0	0.0	1.0	51244.8	69171.8	579.5	1044.965
347.0	2.0	0.0	0.0	2.0	51244.8	69171.8	579.5	1045.474
348.0	0.0	0.0	0.0	0.0	55740.5	69191.5	576.3	1047.526
348.0	1.0	0.0	0.0	1.0	55740.5	69191.5	576.3	1047.753
348.0	2.0	0.0	0.0	2.0	55740.5	69191.5	576.3	1048.263
349.0	0.0	0.0	0.0	0.0	60236.3	69211.3	576.3	1049.917
349.0	1.0	0.0	0.0	1.0	60236.3	69211.3	576.3	1050.137
349.0	2.0	0.0	0.0	2.0	60236.3	69211.3	576.3	1050.718
350.0	0.0	0.0	0.0	0.0	64732.1	69231.1	570.5	1053.093
350.0	1.0	0.0	0.0	1.0	64732.1	69231.1	570.5	1053.319
350.0	2.0	0.0	0.0	2.0	64732.1	69231.1	570.5	1053.824
351.0	0.0	0.0	0.0	0.0	69227.8	69250.9	570.5	1055.474
351.0	1.0	0.0	0.0	1.0	69227.8	69250.9	570.5	1055.697
351.0	2.0	0.0	0.0	2.0	69227.8	69250.9	570.5	1056.255
352.0	0.0	0.0	0.0	0.0	73723.6	69270.6	555.5	1058.946
352.0	1.0	0.0	0.0	1.0	73723.6	69270.6	555.5	1059.172
352.0	2.0	0.0	0.0	2.0	73723.6	69270.6	555.5	1059.686
353.0	0.0	0.0	0.0	0.0	78219.4	69290.4	555.5	1061.252
353.0	1.0	0.0	0.0	1.0	78219.4	69290.4	555.5	1061.481
353.0	2.0	0.0	0.0	2.0	78219.4	69290.4	555.5	1062.005
354.0	0.0	0.0	0.0	0.0	82715.2	69310.2	552.7	1064.324
354.0	1.0	0.0	0.0	1.0	82715.2	69310.2	552.7	1064.548
354.0	2.0	0.0	0.0	2.0	82715.2	69310.2	552.7	1065.063
355.0	0.0	0.0	0.0	0.0	87210.9	69329.9	540.9	1067.478
355.0	1.0	0.0	0.0	1.0	87210.9	69329.9	540.9	1067.7
355.0	2.0	0.0	0.0	2.0	87210.9	69329.9	540.9	1068.296
356.0	0.0	0.0	0.0	0.0	91706.7	69349.7	525.7	1071.016
356.0	1.0	0.0	0.0	1.0	91706.7	69349.7	525.7	1071.238
356.0	2.0	0.0	0.0	2.0	91706.7	69349.7	525.7	1071.745
357.0	0.0	0.0	0.0	0.0	96202.5	69369.5	522.4	1074.106
357.0	1.0	0.0	0.0	1.0	96202.5	69369.5	522.4	1074.331
357.0	2.0	0.0	0.0	2.0	96202.5	69369.5	522.4	1074.866
358.0	0.0	0.0	0.0	0.0	100698.2	69389.3	505.4	1077.536
358.0	1.0	0.0	0.0	1.0	100698.2	69389.3	505.4	1077.759
358.0	2.0	0.0	0.0	2.0	100698.2	69389.3	505.4	1078.272
359.0	0.0	0.0	0.0	0.0	105194.0	69409.0	496.2	1081.004
359.0	1.0	0.0	0.0	1.0	105194.0	69409.0	496.2	1081.23
359.0	2.0	0.0	0.0	2.0	105194.0	69409.0	496.2	1081.739
360.0	0.0	0.0	0.0	0.0	105174.2	73906.9	502.1	1083.465
360.0	1.0	0.0	0.0	1.0	105174.2	73906.9	502.1	1083.785
360.0	2.0	0.0	0.0	2.0	105174.2	73906.9	502.1	1084.303
361.0	0.0	0.0	0.0	0.0	100678.5	73887.1	509.0	1086.961
361.0	1.0	0.0	0.0	1.0	100678.5	73887.1	509.0	1087.188
361.0	2.0	0.0	0.0	2.0	100678.5	73887.1	509.0	1087.696
362.0	0.0	0.0	0.0	0.0	96182.7	73867.4	521.8	1091.479
362.0	1.0	0.0	0.0	1.0	96182.7	73867.4	521.8	1091.706
362.0	2.0	0.0	0.0	2.0	96182.7	73867.4	521.8	1092.221
363.0	0.0	0.0	0.0	0.0	91686.9	73847.6	535.3	1094.904
363.0	1.0	0.0	0.0	1.0	91686.9	73847.6	535.3	1095.136
