IMAGEID	Plane	TheT	TheZ	TheC	XPos	YPos	ZPos	DeltaT
120.0	0.0	0.0	0.0	0.0	105372.1	28928.1	463.8	367.963
120.0	1.0	0.0	0.0	1.0	105372.1	28928.1	463.8	368.186
120.0	2.0	0.0	0.0	2.0	105372.1	28928.1	463.8	368.7
121.0	0.0	0.0	0.0	0.0	100876.3	28908.3	455.6	371.351
121.0	1.0	0.0	0.0	1.0	100876.3	28908.3	455.6	371.571
121.0	2.0	0.0	0.0	2.0	100876.3	28908.3	455.6	372.077
122.0	0.0	0.0	0.0	0.0	96380.5	28888.6	465.6	374.446
122.0	1.0	0.0	0.0	1.0	96380.5	28888.6	465.6	374.676
122.0	2.0	0.0	0.0	2.0	96380.5	28888.6	465.6	375.198
123.0	0.0	0.0	0.0	0.0	91884.7	28868.8	476.2	377.183
123.0	1.0	0.0	0.0	1.0	91884.7	28868.8	476.2	377.431
123.0	2.0	0.0	0.0	2.0	91884.7	28868.8	476.2	377.94
124.0	0.0	0.0	0.0	0.0	87389.0	28849.0	476.2	379.616
124.0	1.0	0.0	0.0	1.0	87389.0	28849.0	476.2	379.876
124.0	2.0	0.0	0.0	2.0	87389.0	28849.0	476.2	380.39
125.0	0.0	0.0	0.0	0.0	82893.2	28829.2	487.4	382.885
125.0	1.0	0.0	0.0	1.0	82893.2	28829.2	487.4	383.107
125.0	2.0	0.0	0.0	2.0	82893.2	28829.2	487.4	383.615
126.0	0.0	0.0	0.0	0.0	78397.4	28809.5	493.5	385.926
126.0	1.0	0.0	0.0	1.0	78397.4	28809.5	493.5	386.209
126.0	2.0	0.0	0.0	2.0	78397.4	28809.5	493.5	386.724
127.0	0.0	0.0	0.0	0.0	73901.7	28789.7	508.2	389.544
127.0	1.0	0.0	0.0	1.0	73901.7	28789.7	508.2	389.769
127.0	2.0	0.0	0.0	2.0	73901.7	28789.7	508.2	390.278
128.0	0.0	0.0	0.0	0.0	69405.9	28769.9	511.8	392.788
128.0	1.0	0.0	0.0	1.0	69405.9	28769.9	511.8	393.013
128.0	2.0	0.0	0.0	2.0	69405.9	28769.9	511.8	393.527
129.0	0.0	0.0	0.0	0.0	64910.1	28750.1	522.8	396.168
129.0	1.0	0.0	0.0	1.0	64910.1	28750.1	522.8	396.39
129.0	2.0	0.0	0.0	2.0	64910.1	28750.1	522.8	396.908
130.0	0.0	0.0	0.0	0.0	60414.3	28730.4	527.9	398.853
130.0	1.0	0.0	0.0	1.0	60414.3	28730.4	527.9	399.077
130.0	2.0	0.0	0.0	2.0	60414.3	28730.4	527.9	399.59
131.0	0.0	0.0	0.0	0.0	55918.6	28710.6	527.9	401.175
131.0	1.0	0.0	0.0	1.0	55918.6	28710.6	527.9	401.404
131.0	2.0	0.0	0.0	2.0	55918.6	28710.6	527.9	401.914
132.0	0.0	0.0	0.0	0.0	51422.8	28690.8	531.5	403.865
132.0	1.0	0.0	0.0	1.0	51422.8	28690.8	531.5	404.092
132.0	2.0	0.0	0.0	2.0	51422.8	28690.8	531.5	404.598
133.0	0.0	0.0	0.0	0.0	46927.0	28671.1	531.5	406.133
133.0	1.0	0.0	0.0	1.0	46927.0	28671.1	531.5	406.359
133.0	2.0	0.0	0.0	2.0	46927.0	28671.1	531.5	406.87
134.0	0.0	0.0	0.0	0.0	42431.3	28651.3	531.5	408.562
134.0	1.0	0.0	0.0	1.0	42431.3	28651.3	531.5	408.783
134.0	2.0	0.0	0.0	2.0	42431.3	28651.3	531.5	409.299
135.0	0.0	0.0	0.0	0.0	37935.5	28631.5	526.2	411.68
135.0	1.0	0.0	0.0	1.0	37935.5	28631.5	526.2	411.902
135.0	2.0	0.0	0.0	2.0	37935.5	28631.5	526.2	412.471
136.0	0.0	0.0	0.0	0.0	33439.7	28611.7	522.2	414.814
136.0	1.0	0.0	0.0	1.0	33439.7	28611.7	522.2	415.033
136.0	2.0	0.0	0.0	2.0	33439.7	28611.7	522.2	415.543
137.0	0.0	0.0	0.0	0.0	28943.9	28592.0	509.7	417.495
137.0	1.0	0.0	0.0	1.0	28943.9	28592.0	509.7	417.717
137.0	2.0	0.0	0.0	2.0	28943.9	28592.0	509.7	418.232
138.0	0.0	0.0	0.0	0.0	24448.2	28572.2	501.8	420.242
138.0	1.0	0.0	0.0	1.0	24448.2	28572.2	501.8	420.468
138.0	2.0	0.0	0.0	2.0	24448.2	28572.2	501.8	420.976
139.0	0.0	0.0	0.0	0.0	19952.4	28552.4	496.8	423.26
139.0	1.0	0.0	0.0	1.0	19952.4	28552.4	496.8	423.514
139.0	2.0	0.0	0.0	2.0	19952.4	28552.4	496.8	424.022
140.0	0.0	0.0	0.0	0.0	15456.6	28532.6	488.2	426.784
140.0	1.0	0.0	0.0	1.0	15456.6	28532.6	488.2	427.012
140.0	2.0	0.0	0.0	2.0	15456.6	28532.6	488.2	427.519
141.0	0.0	0.0	0.0	0.0	10960.9	28512.9	488.2	429.141
141.0	1.0	0.0	0.0	1.0	10960.9	28512.9	488.2	429.366
141.0	2.0	0.0	0.0	2.0	10960.9	28512.9	488.2	429.871
142.0	0.0	0.0	0.0	0.0	6465.1	28493.1	484.2	432.26
142.0	1.0	0.0	0.0	1.0	6465.1	28493.1	484.2	432.484
142.0	2.0	0.0	0.0	2.0	6465.1	28493.1	484.2	432.997
143.0	0.0	0.0	0.0	0.0	1969.3	28473.3	476.0	434.98
143.0	1.0	0.0	0.0	1.0	1969.3	28473.3	476.0	435.224
143.0	2.0	0.0	0.0	2.0	1969.3	28473.3	476.0	435.73
144.0	0.0	0.0	0.0	0.0	1949.5	32971.2	467.7	438.116
144.0	1.0	0.0	0.0	1.0	1949.5	32971.2	467.7	438.338
144.0	2.0	0.0	0.0	2.0	1949.5	32971.2	467.7	438.858
145.0	0.0	0.0	0.0	0.0	6445.3	32991.0	478.8	442.369
145.0	1.0	0.0	0.0	1.0	6445.3	32991.0	478.8	442.588
145.0	2.0	0.0	0.0	2.0	6445.3	32991.0	478.8	443.17
146.0	0.0	0.0	0.0	0.0	10941.1	33010.7	478.8	444.782
146.0	1.0	0.0	0.0	1.0	10941.1	33010.7	478.8	445.01
146.0	2.0	0.0	0.0	2.0	10941.1	33010.7	478.8	445.519
147.0	0.0	0.0	0.0	0.0	15436.9	33030.5	484.1	447.604
147.0	1.0	0.0	0.0	1.0	15436.9	33030.5	484.1	447.827
147.0	2.0	0.0	0.0	2.0	15436.9	33030.5	484.1	448.34
148.0	0.0	0.0	0.0	0.0	19932.6	33050.3	493.5	451.1
148.0	1.0	0.0	0.0	1.0	19932.6	33050.3	493.5	451.323
148.0	2.0	0.0	0.0	2.0	19932.6	33050.3	493.5	451.882
149.0	0.0	0.0	0.0	0.0	24428.4	33070.1	498.6	454.311
149.0	1.0	0.0	0.0	1.0	24428.4	33070.1	498.6	454.54
149.0	2.0	0.0	0.0	2.0	24428.4	33070.1	498.6	455.051
150.0	0.0	0.0	0.0	0.0	28924.2	33089.8	505.4	457.457
150.0	1.0	0.0	0.0	1.0	28924.2	33089.8	505.4	457.676
150.0	2.0	0.0	0.0	2.0	28924.2	33089.8	505.4	458.188
151.0	0.0	0.0	0.0	0.0	33420.0	33109.6	513.2	460.699
151.0	1.0	0.0	0.0	1.0	33420.0	33109.6	513.2	460.924
151.0	2.0	0.0	0.0	2.0	33420.0	33109.6	513.2	461.433
152.0	0.0	0.0	0.0	0.0	37915.7	33129.4	519.7	463.767
152.0	1.0	0.0	0.0	1.0	37915.7	33129.4	519.7	464.031
152.0	2.0	0.0	0.0	2.0	37915.7	33129.4	519.7	464.544
153.0	0.0	0.0	0.0	0.0	42411.5	33149.2	524.0	466.995
153.0	1.0	0.0	0.0	1.0	42411.5	33149.2	524.0	467.305
153.0	2.0	0.0	0.0	2.0	42411.5	33149.2	524.0	467.82
154.0	0.0	0.0	0.0	0.0	46907.3	33168.9	524.0	469.406
154.0	1.0	0.0	0.0	1.0	46907.3	33168.9	524.0	469.724
154.0	2.0	0.0	0.0	2.0	46907.3	33168.9	524.0	470.236
155.0	0.0	0.0	0.0	0.0	51403.0	33188.7	520.8	472.208
155.0	1.0	0.0	0.0	1.0	51403.0	33188.7	520.8	472.433
155.0	2.0	0.0	0.0	2.0	51403.0	33188.7	520.8	472.947
156.0	0.0	0.0	0.0	0.0	55898.8	33208.5	526.1	475.296
156.0	1.0	0.0	0.0	1.0	55898.8	33208.5	526.1	475.521
156.0	2.0	0.0	0.0	2.0	55898.8	33208.5	526.1	476.119
157.0	0.0	0.0	0.0	0.0	60394.6	33228.3	523.3	478.497
157.0	1.0	0.0	0.0	1.0	60394.6	33228.3	523.3	478.718
157.0	2.0	0.0	0.0	2.0	60394.6	33228.3	523.3	479.23
158.0	0.0	0.0	0.0	0.0	64890.3	33248.0	518.7	481.591
158.0	1.0	0.0	0.0	1.0	64890.3	33248.0	518.7	481.815
158.0	2.0	0.0	0.0	2.0	64890.3	33248.0	518.7	482.328
159.0	0.0	0.0	0.0	0.0	69386.1	33267.8	510.9	484.762
159.0	1.0	0.0	0.0	1.0	69386.1	33267.8	510.9	485.077
159.0	2.0	0.0	0.0	2.0	69386.1	33267.8	510.9	485.587
160.0	0.0	0.0	0.0	0.0	73881.9	33287.6	503.4	487.956
160.0	1.0	0.0	0.0	1.0	73881.9	33287.6	503.4	488.223
160.0	2.0	0.0	0.0	2.0	73881.9	33287.6	503.4	488.749
161.0	0.0	0.0	0.0	0.0	78377.7	33307.3	491.1	490.822
161.0	1.0	0.0	0.0	1.0	78377.7	33307.3	491.1	491.039
161.0	2.0	0.0	0.0	2.0	78377.7	33307.3	491.1	491.554
162.0	0.0	0.0	0.0	0.0	82873.4	33327.1	482.6	493.898
162.0	1.0	0.0	0.0	1.0	82873.4	33327.1	482.6	494.125
162.0	2.0	0.0	0.0	2.0	82873.4	33327.1	482.6	494.633
163.0	0.0	0.0	0.0	0.0	87369.2	33346.9	475.4	497.052
163.0	1.0	0.0	0.0	1.0	87369.2	33346.9	475.4	497.278
163.0	2.0	0.0	0.0	2.0	87369.2	33346.9	475.4	497.79
164.0	0.0	0.0	0.0	0.0	91865.0	33366.7	471.2	499.74
164.0	1.0	0.0	0.0	1.0	91865.0	33366.7	471.2	499.961
164.0	2.0	0.0	0.0	2.0	91865.0	33366.7	471.2	500.469
165.0	0.0	0.0	0.0	0.0	96360.7	33386.4	460.6	503.106
165.0	1.0	0.0	0.0	1.0	96360.7	33386.4	460.6	503.328
165.0	2.0	0.0	0.0	2.0	96360.7	33386.4	460.6	503.837
166.0	0.0	0.0	0.0	0.0	100856.5	33406.2	458.6	506.132
166.0	1.0	0.0	0.0	1.0	100856.5	33406.2	458.6	506.356
166.0	2.0	0.0	0.0	2.0	100856.5	33406.2	458.6	506.875
167.0	0.0	0.0	0.0	0.0	105352.3	33426.0	464.0	508.987
167.0	1.0	0.0	0.0	1.0	105352.3	33426.0	464.0	509.221
167.0	2.0	0.0	0.0	2.0	105352.3	33426.0	464.0	509.735
168.0	0.0	0.0	0.0	0.0	105332.5	37923.9	464.0	510.987
168.0	1.0	0.0	0.0	1.0	105332.5	37923.9	464.0	511.284
168.0	2.0	0.0	0.0	2.0	105332.5	37923.9	464.0	511.792
169.0	0.0	0.0	0.0	0.0	100836.7	37904.1	464.0	513.473
169.0	1.0	0.0	0.0	1.0	100836.7	37904.1	464.0	513.696
169.0	2.0	0.0	0.0	2.0	100836.7	37904.1	464.0	514.208
170.0	0.0	0.0	0.0	0.0	96340.9	37884.3	458.7	516.161
170.0	1.0	0.0	0.0	1.0	96340.9	37884.3	458.7	516.386
170.0	2.0	0.0	0.0	2.0	96340.9	37884.3	458.7	516.892
171.0	0.0	0.0	0.0	0.0	91845.2	37864.6	466.9	519.594
171.0	1.0	0.0	0.0	1.0	91845.2	37864.6	466.9	519.828
171.0	2.0	0.0	0.0	2.0	91845.2	37864.6	466.9	520.34
172.0	0.0	0.0	0.0	0.0	87349.4	37844.8	475.7	523.096
172.0	1.0	0.0	0.0	1.0	87349.4	37844.8	475.7	523.34
172.0	2.0	0.0	0.0	2.0	87349.4	37844.8	475.7	523.848
173.0	0.0	0.0	0.0	0.0	82853.6	37825.0	484.2	526.618
173.0	1.0	0.0	0.0	1.0	82853.6	37825.0	484.2	526.841
173.0	2.0	0.0	0.0	2.0	82853.6	37825.0	484.2	527.355
174.0	0.0	0.0	0.0	0.0	78357.9	37805.2	490.2	529.858
174.0	1.0	0.0	0.0	1.0	78357.9	37805.2	490.2	530.079
174.0	2.0	0.0	0.0	2.0	78357.9	37805.2	490.2	530.588
175.0	0.0	0.0	0.0	0.0	73862.1	37785.5	499.2	533.235
175.0	1.0	0.0	0.0	1.0	73862.1	37785.5	499.2	533.453
175.0	2.0	0.0	0.0	2.0	73862.1	37785.5	499.2	533.966
176.0	0.0	0.0	0.0	0.0	69366.3	37765.7	505.9	536.292
176.0	1.0	0.0	0.0	1.0	69366.3	37765.7	505.9	536.552
176.0	2.0	0.0	0.0	2.0	69366.3	37765.7	505.9	537.066
177.0	0.0	0.0	0.0	0.0	64870.6	37745.9	514.8	539.495
177.0	1.0	0.0	0.0	1.0	64870.6	37745.9	514.8	539.781
177.0	2.0	0.0	0.0	2.0	64870.6	37745.9	514.8	540.291
178.0	0.0	0.0	0.0	0.0	60374.8	37726.1	522.8	543.113
178.0	1.0	0.0	0.0	1.0	60374.8	37726.1	522.8	543.335
178.0	2.0	0.0	0.0	2.0	60374.8	37726.1	522.8	543.849
179.0	0.0	0.0	0.0	0.0	55879.0	37706.4	527.3	545.906
179.0	1.0	0.0	0.0	1.0	55879.0	37706.4	527.3	546.133
179.0	2.0	0.0	0.0	2.0	55879.0	37706.4	527.3	546.649
180.0	0.0	0.0	0.0	0.0	51383.2	37686.6	522.5	548.604
180.0	1.0	0.0	0.0	1.0	51383.2	37686.6	522.5	548.835
180.0	2.0	0.0	0.0	2.0	51383.2	37686.6	522.5	549.349
181.0	0.0	0.0	0.0	0.0	46887.5	37666.8	522.5	550.881
181.0	1.0	0.0	0.0	1.0	46887.5	37666.8	522.5	551.1
181.0	2.0	0.0	0.0	2.0	46887.5	37666.8	522.5	551.608
182.0	0.0	0.0	0.0	0.0	42391.7	37647.0	518.9	554.378
182.0	1.0	0.0	0.0	1.0	42391.7	37647.0	518.9	554.599
182.0	2.0	0.0	0.0	2.0	42391.7	37647.0	518.9	555.119
183.0	0.0	0.0	0.0	0.0	37895.9	37627.3	518.9	556.703
183.0	1.0	0.0	0.0	1.0	37895.9	37627.3	518.9	556.923
183.0	2.0	0.0	0.0	2.0	37895.9	37627.3	518.9	557.433
184.0	0.0	0.0	0.0	0.0	33400.2	37607.5	515.1	559.762
184.0	1.0	0.0	0.0	1.0	33400.2	37607.5	515.1	559.986
184.0	2.0	0.0	0.0	2.0	33400.2	37607.5	515.1	560.572
185.0	0.0	0.0	0.0	0.0	28904.4	37587.7	501.5	563.961
185.0	1.0	0.0	0.0	1.0	28904.4	37587.7	501.5	564.189
185.0	2.0	0.0	0.0	2.0	28904.4	37587.7	501.5	564.702
186.0	0.0	0.0	0.0	0.0	24408.6	37567.9	495.3	566.702
186.0	1.0	0.0	0.0	1.0	24408.6	37567.9	495.3	566.947
186.0	2.0	0.0	0.0	2.0	24408.6	37567.9	495.3	567.458
187.0	0.0	0.0	0.0	0.0	19912.8	37548.2	488.6	569.49
187.0	1.0	0.0	0.0	1.0	19912.8	37548.2	488.6	569.721
187.0	2.0	0.0	0.0	2.0	19912.8	37548.2	488.6	570.228
188.0	0.0	0.0	0.0	0.0	15417.1	37528.4	481.3	572.893
188.0	1.0	0.0	0.0	1.0	15417.1	37528.4	481.3	573.133
188.0	2.0	0.0	0.0	2.0	15417.1	37528.4	481.3	573.693
189.0	0.0	0.0	0.0	0.0	10921.3	37508.6	481.3	575.391
189.0	1.0	0.0	0.0	1.0	10921.3	37508.6	481.3	575.616
189.0	2.0	0.0	0.0	2.0	10921.3	37508.6	481.3	576.125
190.0	0.0	0.0	0.0	0.0	6425.5	37488.9	468.3	578.884
190.0	1.0	0.0	0.0	1.0	6425.5	37488.9	468.3	579.164
190.0	2.0	0.0	0.0	2.0	6425.5	37488.9	468.3	579.678
191.0	0.0	0.0	0.0	0.0	1929.8	37469.1	474.0	582.108
191.0	1.0	0.0	0.0	1.0	1929.8	37469.1	474.0	582.42
191.0	2.0	0.0	0.0	2.0	1929.8	37469.1	474.0	582.937
192.0	0.0	0.0	0.0	0.0	1910.0	41967.0	462.6	584.707
192.0	1.0	0.0	0.0	1.0	1910.0	41967.0	462.6	584.934
192.0	2.0	0.0	0.0	2.0	1910.0	41967.0	462.6	585.455
193.0	0.0	0.0	0.0	0.0	6405.8	41986.7	473.5	588.16
193.0	1.0	0.0	0.0	1.0	6405.8	41986.7	473.5	588.384
193.0	2.0	0.0	0.0	2.0	6405.8	41986.7	473.5	588.899
194.0	0.0	0.0	0.0	0.0	10901.5	42006.5	487.6	592.438
194.0	1.0	0.0	0.0	1.0	10901.5	42006.5	487.6	592.661
194.0	2.0	0.0	0.0	2.0	10901.5	42006.5	487.6	593.172
195.0	0.0	0.0	0.0	0.0	15397.3	42026.3	482.2	595.202
195.0	1.0	0.0	0.0	1.0	15397.3	42026.3	482.2	595.425
195.0	2.0	0.0	0.0	2.0	15397.3	42026.3	482.2	595.938
196.0	0.0	0.0	0.0	0.0	19893.1	42046.1	489.5	598.218
196.0	1.0	0.0	0.0	1.0	19893.1	42046.1	489.5	598.444
196.0	2.0	0.0	0.0	2.0	19893.1	42046.1	489.5	598.959
197.0	0.0	0.0	0.0	0.0	24388.8	42065.8	501.5	601.707
197.0	1.0	0.0	0.0	1.0	24388.8	42065.8	501.5	601.939
197.0	2.0	0.0	0.0	2.0	24388.8	42065.8	501.5	602.456
198.0	0.0	0.0	0.0	0.0	28884.6	42085.6	511.9	605.25
198.0	1.0	0.0	0.0	1.0	28884.6	42085.6	511.9	605.517
198.0	2.0	0.0	0.0	2.0	28884.6	42085.6	511.9	606.026
199.0	0.0	0.0	0.0	0.0	33380.4	42105.4	517.6	608.807
199.0	1.0	0.0	0.0	1.0	33380.4	42105.4	517.6	609.034
199.0	2.0	0.0	0.0	2.0	33380.4	42105.4	517.6	609.544
200.0	0.0	0.0	0.0	0.0	37876.2	42125.1	521.7	611.547
200.0	1.0	0.0	0.0	1.0	37876.2	42125.1	521.7	611.773
200.0	2.0	0.0	0.0	2.0	37876.2	42125.1	521.7	612.284
201.0	0.0	0.0	0.0	0.0	42371.9	42144.9	521.7	613.869
201.0	1.0	0.0	0.0	1.0	42371.9	42144.9	521.7	614.181
201.0	2.0	0.0	0.0	2.0	42371.9	42144.9	521.7	614.704
202.0	0.0	0.0	0.0	0.0	46867.7	42164.7	523.2	617.059
202.0	1.0	0.0	0.0	1.0	46867.7	42164.7	523.2	617.28
202.0	2.0	0.0	0.0	2.0	46867.7	42164.7	523.2	617.793
203.0	0.0	0.0	0.0	0.0	51363.5	42184.5	530.8	620.565
203.0	1.0	0.0	0.0	1.0	51363.5	42184.5	530.8	620.864
203.0	2.0	0.0	0.0	2.0	51363.5	42184.5	530.8	621.374
204.0	0.0	0.0	0.0	0.0	55859.2	42204.2	526.8	623.373
204.0	1.0	0.0	0.0	1.0	55859.2	42204.2	526.8	623.596
204.0	2.0	0.0	0.0	2.0	55859.2	42204.2	526.8	624.112
205.0	0.0	0.0	0.0	0.0	60355.0	42224.0	526.8	625.762
205.0	1.0	0.0	0.0	1.0	60355.0	42224.0	526.8	625.982
205.0	2.0	0.0	0.0	2.0	60355.0	42224.0	526.8	626.494
206.0	0.0	0.0	0.0	0.0	64850.8	42243.8	520.2	628.845
206.0	1.0	0.0	0.0	1.0	64850.8	42243.8	520.2	629.064
206.0	2.0	0.0	0.0	2.0	64850.8	42243.8	520.2	629.577
207.0	0.0	0.0	0.0	0.0	69346.5	42263.6	513.5	631.917
207.0	1.0	0.0	0.0	1.0	69346.5	42263.6	513.5	632.142
207.0	2.0	0.0	0.0	2.0	69346.5	42263.6	513.5	632.654
208.0	0.0	0.0	0.0	0.0	73842.3	42283.3	505.8	635.105
208.0	1.0	0.0	0.0	1.0	73842.3	42283.3	505.8	635.327
208.0	2.0	0.0	0.0	2.0	73842.3	42283.3	505.8	635.838
209.0	0.0	0.0	0.0	0.0	78338.1	42303.1	494.8	637.886
209.0	1.0	0.0	0.0	1.0	78338.1	42303.1	494.8	638.111
209.0	2.0	0.0	0.0	2.0	78338.1	42303.1	494.8	638.621
210.0	0.0	0.0	0.0	0.0	82833.8	42322.9	489.4	640.92
210.0	1.0	0.0	0.0	1.0	82833.8	42322.9	489.4	641.15
210.0	2.0	0.0	0.0	2.0	82833.8	42322.9	489.4	641.666
211.0	0.0	0.0	0.0	0.0	87329.6	42342.7	472.1	644.372
211.0	1.0	0.0	0.0	1.0	87329.6	42342.7	472.1	644.604
211.0	2.0	0.0	0.0	2.0	87329.6	42342.7	472.1	645.121
212.0	0.0	0.0	0.0	0.0	91825.4	42362.4	468.7	647.146
212.0	1.0	0.0	0.0	1.0	91825.4	42362.4	468.7	647.371
212.0	2.0	0.0	0.0	2.0	91825.4	42362.4	468.7	647.884
213.0	0.0	0.0	0.0	0.0	96321.2	42382.2	464.7	650.201
213.0	1.0	0.0	0.0	1.0	96321.2	42382.2	464.7	650.428
213.0	2.0	0.0	0.0	2.0	96321.2	42382.2	464.7	650.94
214.0	0.0	0.0	0.0	0.0	100816.9	42402.0	464.7	652.612
214.0	1.0	0.0	0.0	1.0	100816.9	42402.0	464.7	652.841
214.0	2.0	0.0	0.0	2.0	100816.9	42402.0	464.7	653.356
215.0	0.0	0.0	0.0	0.0	105312.7	42421.8	464.7	654.936
215.0	1.0	0.0	0.0	1.0	105312.7	42421.8	464.7	655.153
215.0	2.0	0.0	0.0	2.0	105312.7	42421.8	464.7	655.661
216.0	0.0	0.0	0.0	0.0	105292.9	46919.6	468.1	657.699
216.0	1.0	0.0	0.0	1.0	105292.9	46919.6	468.1	658.019
216.0	2.0	0.0	0.0	2.0	105292.9	46919.6	468.1	658.538
217.0	0.0	0.0	0.0	0.0	100797.2	46899.9	468.1	660.226
217.0	1.0	0.0	0.0	1.0	100797.2	46899.9	468.1	660.476
217.0	2.0	0.0	0.0	2.0	100797.2	46899.9	468.1	660.985
218.0	0.0	0.0	0.0	0.0	96301.4	46880.1	473.5	662.956
218.0	1.0	0.0	0.0	1.0	96301.4	46880.1	473.5	663.18
218.0	2.0	0.0	0.0	2.0	96301.4	46880.1	473.5	663.693
219.0	0.0	0.0	0.0	0.0	91805.6	46860.3	484.4	666.134
219.0	1.0	0.0	0.0	1.0	91805.6	46860.3	484.4	666.356
219.0	2.0	0.0	0.0	2.0	91805.6	46860.3	484.4	666.868
220.0	0.0	0.0	0.0	0.0	87309.8	46840.5	484.4	668.438
220.0	1.0	0.0	0.0	1.0	87309.8	46840.5	484.4	668.662
220.0	2.0	0.0	0.0	2.0	87309.8	46840.5	484.4	669.171
221.0	0.0	0.0	0.0	0.0	82814.1	46820.8	491.9	671.858
221.0	1.0	0.0	0.0	1.0	82814.1	46820.8	491.9	672.083
221.0	2.0	0.0	0.0	2.0	82814.1	46820.8	491.9	672.593
222.0	0.0	0.0	0.0	0.0	78318.3	46801.0	501.6	674.948
222.0	1.0	0.0	0.0	1.0	78318.3	46801.0	501.6	675.174
222.0	2.0	0.0	0.0	2.0	78318.3	46801.0	501.6	675.684
223.0	0.0	0.0	0.0	0.0	73822.5	46781.2	508.8	678.121
223.0	1.0	0.0	0.0	1.0	73822.5	46781.2	508.8	678.349
223.0	2.0	0.0	0.0	2.0	73822.5	46781.2	508.8	678.898
224.0	0.0	0.0	0.0	0.0	69326.8	46761.4	514.6	681.237
224.0	1.0	0.0	0.0	1.0	69326.8	46761.4	514.6	681.46
224.0	2.0	0.0	0.0	2.0	69326.8	46761.4	514.6	681.97
225.0	0.0	0.0	0.0	0.0	64831.0	46741.7	522.8	684.411
225.0	1.0	0.0	0.0	1.0	64831.0	46741.7	522.8	684.637
225.0	2.0	0.0	0.0	2.0	64831.0	46741.7	522.8	685.149
226.0	0.0	0.0	0.0	0.0	60335.2	46721.9	530.8	687.463
226.0	1.0	0.0	0.0	1.0	60335.2	46721.9	530.8	687.717
226.0	2.0	0.0	0.0	2.0	60335.2	46721.9	530.8	688.229
227.0	0.0	0.0	0.0	0.0	55839.4	46702.1	538.3	690.364
227.0	1.0	0.0	0.0	1.0	55839.4	46702.1	538.3	690.587
227.0	2.0	0.0	0.0	2.0	55839.4	46702.1	538.3	691.098
228.0	0.0	0.0	0.0	0.0	51343.7	46682.4	538.3	692.665
228.0	1.0	0.0	0.0	1.0	51343.7	46682.4	538.3	692.885
228.0	2.0	0.0	0.0	2.0	51343.7	46682.4	538.3	693.393
229.0	0.0	0.0	0.0	0.0	46847.9	46662.6	533.4	695.736
229.0	1.0	0.0	0.0	1.0	46847.9	46662.6	533.4	695.957
229.0	2.0	0.0	0.0	2.0	46847.9	46662.6	533.4	696.469
230.0	0.0	0.0	0.0	0.0	42352.2	46642.8	533.4	698.039
230.0	1.0	0.0	0.0	1.0	42352.2	46642.8	533.4	698.268
230.0	2.0	0.0	0.0	2.0	42352.2	46642.8	533.4	698.783
231.0	0.0	0.0	0.0	0.0	37856.4	46623.0	530.0	700.881
231.0	1.0	0.0	0.0	1.0	37856.4	46623.0	530.0	701.11
231.0	2.0	0.0	0.0	2.0	37856.4	46623.0	530.0	701.616
232.0	0.0	0.0	0.0	0.0	33360.6	46603.3	525.4	703.916
232.0	1.0	0.0	0.0	1.0	33360.6	46603.3	525.4	704.165
232.0	2.0	0.0	0.0	2.0	33360.6	46603.3	525.4	704.68
233.0	0.0	0.0	0.0	0.0	28864.8	46583.5	514.5	707.48
233.0	1.0	0.0	0.0	1.0	28864.8	46583.5	514.5	707.712
233.0	2.0	0.0	0.0	2.0	28864.8	46583.5	514.5	708.225
234.0	0.0	0.0	0.0	0.0	24369.1	46563.7	507.5	710.732
234.0	1.0	0.0	0.0	1.0	24369.1	46563.7	507.5	710.961
234.0	2.0	0.0	0.0	2.0	24369.1	46563.7	507.5	711.47
235.0	0.0	0.0	0.0	0.0	19873.3	46543.9	499.3	713.979
235.0	1.0	0.0	0.0	1.0	19873.3	46543.9	499.3	714.198
235.0	2.0	0.0	0.0	2.0	19873.3	46543.9	499.3	714.702
236.0	0.0	0.0	0.0	0.0	15377.5	46524.2	490.6	716.764
236.0	1.0	0.0	0.0	1.0	15377.5	46524.2	490.6	717.0
236.0	2.0	0.0	0.0	2.0	15377.5	46524.2	490.6	717.514
237.0	0.0	0.0	0.0	0.0	10881.7	46504.4	490.6	719.044
237.0	1.0	0.0	0.0	1.0	10881.7	46504.4	490.6	719.269
237.0	2.0	0.0	0.0	2.0	10881.7	46504.4	490.6	719.78
238.0	0.0	0.0	0.0	0.0	6386.0	46484.6	484.6	722.173
238.0	1.0	0.0	0.0	1.0	6386.0	46484.6	484.6	722.395
238.0	2.0	0.0	0.0	2.0	6386.0	46484.6	484.6	722.903
239.0	0.0	0.0	0.0	0.0	1890.2	46464.8	484.1	725.206
239.0	1.0	0.0	0.0	1.0	1890.2	46464.8	484.1	725.429
239.0	2.0	0.0	0.0	2.0	1890.2	46464.8	484.1	725.99
240.0	0.0	0.0	0.0	0.0	1870.4	50962.7	488.9	728.052
240.0	1.0	0.0	0.0	1.0	1870.4	50962.7	488.9	728.297
240.0	2.0	0.0	0.0	2.0	1870.4	50962.7	488.9	728.808
241.0	0.0	0.0	0.0	0.0	6366.2	50982.5	494.6	730.871
241.0	1.0	0.0	0.0	1.0	6366.2	50982.5	494.6	731.097
241.0	2.0	0.0	0.0	2.0	6366.2	50982.5	494.6	731.606
242.0	0.0	0.0	0.0	0.0	10862.0	51002.3	502.7	734.055
