IMAGEID	Plane	TheC	TheZ	TheC	XPos	YPos	ZPos	DeltaT
353.0	0.0	0.0	0.0	0.0	78750.9	69250.5	1399.5	808.546
354.0	0.0	0.0	0.0	0.0	83250.9	69250.5	1400.3	811.597
355.0	0.0	0.0	0.0	0.0	87750.9	69250.5	1411.0	814.646
356.0	0.0	0.0	0.0	0.0	92250.9	69250.5	1418.3	817.447
357.0	0.0	0.0	0.0	0.0	96750.9	69250.5	1428.5	820.597
358.0	0.0	0.0	0.0	0.0	101250.9	69250.5	1438.4	823.797
359.0	0.0	0.0	0.0	0.0	105750.9	69250.5	1446.9	826.997
360.0	0.0	0.0	0.0	0.0	2250.9	73750.5	1331.3	832.246
361.0	0.0	0.0	0.0	0.0	6750.9	73750.5	1351.3	835.447
362.0	0.0	0.0	0.0	0.0	11250.9	73750.5	1341.3	838.145
363.0	0.0	0.0	0.0	0.0	15750.9	73750.5	1349.0	841.049
364.0	0.0	0.0	0.0	0.0	20250.9	73750.5	1349.8	844.004
365.0	0.0	0.0	0.0	0.0	24750.9	73750.5	1364.7	846.996
366.0	0.0	0.0	0.0	0.0	29250.9	73750.5	1351.6	849.997
367.0	0.0	0.0	0.0	0.0	33750.9	73750.5	1372.7	852.996
368.0	0.0	0.0	0.0	0.0	38250.9	73750.5	1356.5	855.998
369.0	0.0	0.0	0.0	0.0	42750.9	73750.5	1361.3	858.999
370.0	0.0	0.0	0.0	0.0	47250.9	73750.5	1365.4	862.05
371.0	0.0	0.0	0.0	0.0	51750.9	73750.5	1372.5	865.046
372.0	0.0	0.0	0.0	0.0	56250.9	73750.5	1363.4	868.046
373.0	0.0	0.0	0.0	0.0	60750.9	73750.5	1381.8	871.045
374.0	0.0	0.0	0.0	0.0	65250.9	73750.5	1385.6	874.096
375.0	0.0	0.0	0.0	0.0	69750.9	73750.5	1411.1	876.895
376.0	0.0	0.0	0.0	0.0	74250.9	73750.5	1412.0	880.095
377.0	0.0	0.0	0.0	0.0	78750.9	73750.5	1420.8	882.897
378.0	0.0	0.0	0.0	0.0	83250.9	73750.5	1416.9	886.046
379.0	0.0	0.0	0.0	0.0	87750.9	73750.5	1431.9	889.145
380.0	0.0	0.0	0.0	0.0	92250.9	73750.5	1443.7	892.294
381.0	0.0	0.0	0.0	0.0	96750.9	73750.5	1447.1	895.446
382.0	0.0	0.0	0.0	0.0	101250.9	73750.5	1451.7	898.647
383.0	0.0	0.0	0.0	0.0	105750.9	73750.5	1454.2	901.845
